깐부치킨,상도점,동작구 상도동 134번지 현대엠코센트럴파크 단지내상가 103호,02-817-8822,16:00~02:00,37.4989895,126.9377193
깐부치킨,공덕래미안점,마포구 공덕동 175 공덕 5차 래미안단지상가 102호,02-718-9288,15:00~02:00,37.5492686,126.9521794
깐부치킨,공덕오거리점,마포구 도화동 556번지 SK허브그린 102호,02-2130-3392,16:00~02:00,37.5422784,126.9489459
깐부치킨,홍대 동교동점,마포구 동교동 200-31,02-3144-8692,17:00~01:00,37.5574632,126.9223116
깐부치킨,서울 상암점,마포구 상암동 1605번지 누리꿈스퀘어 120호,02-2132-8088,16:00~02:00,37.5781711,126.894616
깐부치킨,홍대점,마포구 서교동 407-20번지,02-325-7512,16:30~02:30,37.5502414,126.9213315
깐부치킨,마포 용강팰리스점,마포구 용강동 112-1번지 1층,02-704-8110,16:00~02:00,37.5412814,126.9422282
깐부치킨,합정메세나폴리스점,마포구 합정동 418-1번지 메세나폴리스 173호,02-337-2456,16:00~02:00,37.5509241,126.9132544
깐부치킨,가재울점,서대문구 북가좌동 가재울 뉴타운3구역 4블럭,02-303-8977,16:00~02:00,37.5784186,126.9099561
깐부치킨,반포2호점,서초구 반포동 53-7 인동빌딩 1층,02-593-5665,15:00~02:00,37.5012617,127.0110796
깐부치킨,반포점,서초구 반포동 737-5,02-515-4244,17:00~03:00,37.5062085,127.0227862
깐부치킨,서초삼성타운점,서초구 서초동 1330 서초동삼성쉐르빌2 101호,02-523-2755,16:00~02:00,37.4876872,127.0174271
깐부치킨,한전아트센터점,서초구 서초동 1344-13번지,02-584-2755,16:00~00:00,37.4867542,127.0283802
깐부치킨,예술의 전당점,서초구 서초동 1449-1 아트빌딩 1층 2호,02-522-9230,15:00~01:00,37.4814785,127.0150003
깐부치킨,서초역점,서초구 서초동 1502-12번지,02-581-7982,16:00~01:00,37.4895816,127.0075585
깐부치킨,교대점,서초구 서초동 1567-7,02-521-0021,15:00~02:00,37.4903522,127.0133934
깐부치킨,서초3동점,서초구 서초동 1582-12번지 용빌딩 101호,02-583-0085,16:00~01:00,37.4866717,127.01052
깐부치킨,남부터미널점,서초구 서초동 1603-1 블루핀타워 B107,02-3487-2755,16:00~02:00,37.4857289,127.0160956
깐부치킨,교대역7번출구점,서초구 서초동 1695-5,02-537-9272,16:00~02:00,37.4950564,127.0144556
깐부치킨,포이동점,서초구 양재동 280번지 효정빌딩 102호,02-573-2223,16:00~02:00,37.4731977,127.0381702
깐부치킨,양재 매헌역점,서초구 양재동 326-1 1층,02-573-0092,16:00~02:00,37.4693091,127.0399889
깐부치킨,우면동점,서초구 우면동 서초네이처힐아파트 3단지 상가 103호,02-529-7749,16:00~02:00,37.4651959,127.0164423
깐부치킨,왕십리뉴타운점,성동구 상왕십리동 12-37 왕십리뉴타운제2구역 텐즈힐몰 221동 130호,02-2296-9233,16:00~02:00,37.5703963,127.0246593
깐부치킨,성수역점,성동구 성수동 2가 300-4번지 영동테크노타워 105호,02-462-9664,16:00~02:00,37.5450077,127.0558034
깐부치킨,성수 코오롱타워점,성동구 성수동 2가 308-4번지 서울숲 코오롱디지털타워1차 106호,02-469-9293,12:00~01:00,37.542509,127.0518608
깐부치킨,행당역점,성동구 행당동 317-85,02-2297-7792,16:00~02:00,37.5581441,127.0308053
깐부치킨,길음역점,성북구 길음동 1284-17 래미안8단지 상가,02-942-8255,16:00~02:00,37.6068401,127.0202525
깐부치킨,고대점,성북구 안암동5가 103-25번지 1층,02-921-9777,16:00~02:00,37.5854717,127.0298136
깐부치킨,가락본동점,송파구 가락동 77-7 앤스위트102호,02-448-6649,16:00~02:00,37.4953419,127.1214527
깐부치킨,송파구청점,송파구 방이동 63-4번지 1층,02-2042-1900,16:00~02:00,37.5136604,127.1082296
깐부치킨,잠실삼전동 1호점,송파구 삼전동 111-2번지 1층,02-414-4343,16:00~02:00,37.5067023,127.0945836
깐부치킨,송파사거리점,송파구 석촌동 295-4번지 1층,02-420-9282,16:00~02:00,37.5022142,127.1094063
깐부치킨,석촌호수점,송파구 송파동 9-9,02-403-8659,16:00~02:00,37.5089418,127.1058788
깐부치킨,방이역점,송파구 오금동 615 올림픽파크센트레빌 102호,02-431-5585,16:00~02:00,37.5101137,127.1276353
깐부치킨,잠실 신천역점,송파구 잠실동 179-3번지 1층,02-418-0810,16:00~02:00,37.5106525,127.0809297
깐부치킨,풍납동점,송파구 풍납동 400번지 청우빌딩 1층,02-486-7755,16:00~02:00,37.5327384,127.1134887
깐부치킨,목동5단지점,양천구 목5동 908번지 광장종합상가 101호,02-2646-9233,16:00~02:00,37.5370333,126.8804914
깐부치킨,오목교역점,양천구 목동 406-208번지 1층,02-2644-9279,16:00~03:00,37.5255812,126.8749969
깐부치킨,등촌역점,양천구 목동 603-2,02-2652-9595,16:00~02:00,37.5493676,126.8668987
깐부치킨,목동8단지점,양천구 신정동 318-6번지 동문비젼오피스텔 1층 105호,02-2651-9282,16:00~02:00,37.5214762,126.8690651
깐부치킨,양천구청역점,양천구 신정동 323-9,02-2649-8866,16:00~02:00,37.5159622,126.8623488
깐부치킨,목동역점,양천구 신정동 887-8,02-2606-2176,16:00~02:00,37.5265655,126.8625295
깐부치킨,선유도역점,영등포구 양평동 5가 88-6번지 1층,02-2631-9282,16:00~02:00,37.5388864,126.8945195
깐부치킨,양평역점,영등포구 양평동3가 13번지 양평동이노플렉스 109호,02-2637-5410,16:00~01:00,37.5289951,126.8924107
깐부치킨,동여의도점,영등포구 여의도동 44-24,02-786-9282,16:00~02:00,37.520177,126.9294976
깐부치킨,원효로 리첸시아,용산구 백범로 341 리첸시아 용산상가 제비동 103호,1월 9일 오픈,16:00~02:00,37.5384272,126.9654442
깐부치킨,동부이촌점,용산구 이촌1동 301-25번지 1층,02-797-5512,16:00~02:00,37.520595,126.9751989
깐부치킨,연신내역점,은평구 갈현동 402-26,02-355-9295,16:00~02:00,37.6199867,126.9189947
깐부치킨,종로점,종로구 관철동 6-6번지 1층,02-735-9990,15:00~02:00,37.5696999,126.9870112
깐부치킨,종로3가역점,종로구 낙원동 202번지 1층,02-743-9283,16:00~02:00,37.5728457,126.9884126
깐부치킨,대학로점,종로구 동숭동 25-5,02-764-8900,16:00~02:00,37.5828696,127.0043966
깐부치킨,종로구청점,종로구 수송동 58 두산위브파이빌리온,02-738-8292,16:00~02:00,37.5739802,126.9804234
깐부치킨,동대문1호점,중구 신당1동 213-2 동원프라자3층,02-2252-5080,24시간,37.5690092,127.0134413
깐부치킨,약수역점,중구 신당동 374-15,02-2231-1366,16:00~02:00,37.5555334,127.0106514
깐부치킨,을지로3가역점,중구 저동2가 72-15번지,02-2269-3535,16:00~02:00,37.5644439,126.9898171
깐부치킨,충정로역점,중구 중림동 500번지 디오센터 101호,02-313-9282,16:00~02:00,37.5547582,126.9644988
깐부치킨,북창동점,중구 태평로2가 68-7,02-777-9282,16:00~02:00,37.5630937,126.9770007
깐부치킨,묵동자이점,중랑구 묵동 170-1번지 묵동 자이프라자 201동 112호,02-977-8822,16:00~01:00,37.6138086,127.077514
BBQ치킨,가락2점,송파구 가락2동 190-7번지 1층,02-3401-0288,00:00~12:00,37.4942957,127.1329049
BBQ치킨,가락점,송파구 가락동 90-3,02-409-1687,00:00~12:00,37.4970671,127.1186165
BBQ치킨,가산점,금천구 가산동 152-16,02-865-9282,00:00~12:00,37.4756125,126.8924652
BBQ치킨,안국점,종로구 가화동 177-7,02-745-1676,11:00~01:00,37.5812736,126.9852083
BBQ치킨,강서2점,강서구 등촌1동 654-77,02-3661-5119,00:00~12:00,37.5555394,126.8576119
BBQ치킨,개봉점,구로구 개봉동 329-13,02-2682-7192,,37.4899715,126.8550414
BBQ치킨,개포2점,강남구 개포동 141번지 개포주공1단지상가 가상가101동 2호,02-571-7495,,37.4789643,127.0609282
BBQ치킨,개포점,강남구 개포동 138 주공 다상가 103호,02-3411-7788,,37.4789643,127.0609282
BBQ치킨,개화산점,강서구 방화동 초원로 47 1층 1호,02-2665-4046,11:00~23:50,37.5674166,126.8103911
BBQ치킨,고덕점,강동구 고덕1동 645-8번지,02-426-5802,,37.5591876,127.1528754
BBQ치킨,고척점,구로구 고척동 46-21,02-2625-9295,,37.5033599,126.8641732
BBQ치킨,공항점,강서구 공항동 41-44번지,02-2662-2422,00:00~00:00,37.5596755,126.8123659
BBQ치킨,광명하안2점,금천구 독산동 1100-3번지,02-898-8889,,37.4540823,126.8898046
BBQ치킨,구로5점,구로구 구로5동 554-2,02-6082-9292,,37.5025264,126.8870768
BBQ치킨,구로점,구로구 구로동 429-41번지,02-858-9292,,37.4909542,126.8874407
BBQ치킨,구산예일점,은평구 역촌동 51-79번지 2층,02-356-1313,11:00~23:00,37.6058029,126.9107796
BBQ치킨,은평뉴타운구파발점(Cafe),은평구 진관동 106 은평뉴타운 마고정 동부센트레빌 301동,02-388-1192,00:00~12:00,37.6384142,126.9188339
BBQ치킨,군자점,광진구 군자동 364,02-498-7883,,37.5550932,127.075849
BBQ치킨,금호점,성동구 금호동4가 128,02-2296-3515,,37.5452268,127.025308
BBQ치킨,길동점,강동구 길동 96-1,02-486-8810,,37.5399081,127.1465226
BBQ치킨,길음점,성북구 길음동 1170,02-909-0101,,37.6073126,127.023926
BBQ치킨,까치산점,강서구 화곡8동 332-12,02-2699-0799,,37.5361756,126.8472556
BBQ치킨,낙성대점,관악구 봉천11동 1640-8,02-889-9292,,37.4727457,126.9668037
BBQ치킨,남산타운점,중구 신당3동 844 남산타운2 215,02-2256-9292,,37.5487879,127.0113837
BBQ치킨,노원점,노원구 상계2동 581-72,02-930-2008,,37.6589208,127.0620887
BBQ치킨,녹번점,은평구 녹번동 98-47,02-353-9282,11:30~00:30,37.6051868,126.9285161
BBQ치킨,답십리점,동대문구 답십리4동 4-24,02-2212-2993,,37.570509,127.0619896
BBQ치킨,대방점,영등포구 신길동 4027,02-843-9282,,37.5062485,126.9139521
BBQ치킨,대청점,강남구 개포동 14-1번지 대청프라자 119호,02-3411-5949,11:00~23:00,37.4941735,127.0776294
